사업자등록번호,사업장명,소재지전체주소,영업상태명,폐업일자,처분일자,위반내용,처분내용상세,처분종류명
0001002914,"순두부찌개원","서울특별시 종로구 충신동 길동로 38-20",영업중,,2025-09-21,"위생관리기준 위반","원산지 미표시",시정명령
0001002915,"정씨라멘왕국","서울특별시 용산구 한남동 양천로 96-20",영업중,,,,,
0001002916,"어머니치킨집","서울특별시 동대문구 용두동 이태원로 97-10 5층",영업중,,,,,
0001002917,"할머니비빔밥왕국","서울특별시 노원구 중계동 봉천로 64-17",영업중,,,,,
0001002918,"강남냉면가","서울특별시 중구 황학동 신월로 178-13",영업중,,2021-06-03,"위생관리기준 위반","식품첨가물 사용기준 위반",과태료
0001002919,"윤씨한식백반관","서울특별시 강남구 개포동 화곡로 184-15",영업중,,,,,
0001002920,"옛날비빔밥코너","서울특별시 동작구 신대방동 당산로 186-17",영업중,,2026-03-01,"위생관리기준 위반","식품 보관기준 위반",과태료
0001002920,"옛날비빔밥코너","서울특별시 동작구 신대방동 당산로 186-17",영업중,,2018-02-06,"시설기준 위반","식품접촉 기구 위생 불량",시정명령
0001002921,"임씨한우관","서울특별시 용산구 후암동 목동로 142-3",영업중,,2025-08-09,"시설기준 위반","식품접촉 기구 위생 불량",경고
0001002922,"갈치조림668번지직영점","서울특별시 노원구 하계동 삼양로 112-3 2층",폐업,2019-03-03,,,,
0001002923,"제육볶음916번지직영점","서울특별시 동작구 흑석동 남대문로 121-13",영업중,,,,,
0001002924,"신씨아구찜가","서울특별시 종로구 창신동 양천로 89-19 3층",영업중,,,,,
0001002925,"맛있는라멘코너","서울특별시 강남구 개포동 선유로 121-6 5층",영업중,,,,,
0001002926,"한식백반638번지세상","서울특별시 성북구 길음동 통일로 2-1",영업중,,,,,
0001002927,"장씨우동원","서울특별시 마포구 망원동 용산로 199-7 2층",폐업,2024-10-09,2021-01-12,"시설기준 위반","식품 보관기준 위반",영업정지15일
0001002927,"장씨우동원","서울특별시 마포구 망원동 용산로 199-7 2층",폐업,2024-10-09,2021-11-12,"위생관리기준 위반","종업원 건강진단 미실시",과태료
0001002927,"장씨우동원","서울특별시 마포구 망원동 용산로 199-7 2층",폐업,2024-10-09,2019-07-17,"원산지 표시 위반","냉장·냉동설비 미작동",영업정지15일
0001002928,"전통한식944번지명가","서울특별시 종로구 창신동 관악로 160-15",영업중,,,,,
0001002929,"청담초밥세상","서울특별시 영등포구 영등포동 강남대로 50-14",영업중,,2018-10-03,"가격표시 위반","영업장 내 위생시설 불량",경고
0001002930,"박씨삼겹살왕국","서울특별시 관악구 서원동 마포대로 29-17",영업중,,,,,
0001002931,"비빔밥원","서울특별시 강남구 대치동 양재천로 128-9",영업중,,2023-05-05,"시설기준 위반","식품첨가물 사용기준 위반",시정명령
0001002932,"전통 아구찜","서울특별시 동대문구 신설동 언주로 100-12",영업중,,,,,
0001002933,"한씨황태해장국명가","서울특별시 서초구 방배동 관악로 132-7",영업중,,2019-08-23,"원산지 표시 위반","종업원 건강진단 미실시",영업정지1개월
0001002934,"황금 갈비","서울특별시 강남구 대치동 경의로 141-7",영업중,,,,,
0001002935,"강남스테이크원","서울특별시 중구 을지로 테헤란로 142-18",영업중,,,,,
0001002936,"할머니스테이크식당","서울특별시 강남구 신사동 동작대로 89-8 4층",영업중,,2026-06-01,"시설기준 위반","원산지 미표시",과태료
0001002936,"할머니스테이크식당","서울특별시 강남구 신사동 동작대로 89-8 4층",영업중,,2019-12-27,"원산지 표시 위반","위생모 미착용",경고
0001002937,"전통한정식코너","서울특별시 노원구 상계동 한남대로 14-16",영업중,,,,,
0001002938,"갈치조림나라","서울특별시 금천구 시흥동 노량진로 186-7",영업중,,,,,
0001002939,"김씨짬뽕원","서울특별시 용산구 서빙고동 천호대로 82-7 4층",영업중,,2026-05-31,"영업자 준수사항 위반","위생모 미착용",과태료
0001002940,"오씨버거직영점","서울특별시 동대문구 장안동 방화대로 156-16",영업중,,2020-03-27,"위생관리기준 위반","냉장·냉동설비 미작동",시정명령
0001002941,"고기구이집","서울특별시 광진구 능동동 동작대로 98-17",폐업,2019-06-13,2025-09-17,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001002942,"해장국집","서울특별시 송파구 방이동 종로 142-11",영업중,,,,,
0001002943,"낙지볶음나라","서울특별시 노원구 하계동 언주로 10-1",영업중,,,,,
0001002944,"최씨라멘왕국","서울특별시 동대문구 용두동 인수봉로 170-17",영업중,,,,,
0001002945,"전통 한식뷔페","서울특별시 관악구 신림동 화곡로 125-19 2층",영업중,,2019-01-24,"시설기준 위반","영업장 내 위생시설 불량",시정명령
0001002945,"전통 한식뷔페","서울특별시 관악구 신림동 화곡로 125-19 2층",영업중,,2019-04-21,"원산지 표시 위반","종업원 건강진단 미실시",과태료
0001002946,"부대찌개마당","서울특별시 양천구 신월동 수유로 185-9",영업중,,,,,
0001002947,"떡볶이918번지코너","서울특별시 동대문구 신설동 시청앞로 12-6",영업중,,2020-10-08,"원산지 표시 위반","위생모 미착용",과태료
0001002948,"순대국밥302번지세상","서울특별시 동작구 상도동 을지로 1-3",영업중,,,,,
0001002949,"장씨피자명가","서울특별시 송파구 풍납동 길동로 151-5",영업중,,,,,
0001002950,"원조 닭갈비","서울특별시 송파구 방이동 성내로 25-2 3층",영업중,,,,,
0001002951,"설렁탕97번지원","서울특별시 중구 황학동 공항대로 160-2",영업중,,,,,
0001002952,"강씨떡볶이본점","서울특별시 노원구 상계동 길동로 188-7",영업중,,,,,
0001002953,"강남 전통한식","서울특별시 마포구 합정동 노량진로 64-7",영업중,,,,,
0001002954,"맛있는김치찌개전문점","서울특별시 서대문구 홍은동 화곡로 174-10",영업중,,,,,
0001002955,"이태원 짬뽕","서울특별시 구로구 개봉동 경인로 98-9",영업중,,,,,
0001002956,"임씨치킨본점","서울특별시 강서구 마곡동 화곡로 112-13",영업중,,2022-10-12,"영업자 준수사항 위반","음식물 쓰레기 처리 위반",시정명령
0001002956,"임씨치킨본점","서울특별시 강서구 마곡동 화곡로 112-13",영업중,,2018-03-22,"시설기준 위반","식품첨가물 사용기준 위반",과태료
0001002957,"우동원","서울특별시 은평구 응암동 새창로 90-18",영업중,,2023-12-26,"원산지 표시 위반","원산지 미표시",영업정지1개월
0001002958,"낙지볶음세상","서울특별시 송파구 풍납동 시청앞로 110-5 1층",영업중,,,,,
0001002959,"서씨고기구이관","서울특별시 종로구 인의동 언주로 21-1",영업중,,2024-07-26,"원산지 표시 위반","유통기한 경과 식품 보관",과태료
0001002959,"서씨고기구이관","서울특별시 종로구 인의동 언주로 21-1",영업중,,2024-10-12,"위생관리기준 위반","유통기한 경과 식품 보관",시정명령
0001002960,"라멘원","서울특별시 금천구 가산동 올림픽로 64-1",영업중,,2021-12-01,"위생관리기준 위반","음식물 쓰레기 처리 위반",과태료
0001002960,"라멘원","서울특별시 금천구 가산동 올림픽로 64-1",영업중,,2024-05-21,"위생관리기준 위반","유통기한 경과 식품 보관",시정명령
0001002960,"라멘원","서울특별시 금천구 가산동 올림픽로 64-1",영업중,,2019-08-24,"유통기한 경과 제품 사용","음식물 쓰레기 처리 위반",영업정지15일
0001002961,"사장님비빔밥세상","서울특별시 서초구 양재동 봉천로 106-13 2층",영업중,,2026-04-25,"시설기준 위반","식품 보관기준 위반",과태료
0001002961,"사장님비빔밥세상","서울특별시 서초구 양재동 봉천로 106-13 2층",영업중,,2025-11-20,"원산지 표시 위반","위생모 미착용",과태료
0001002961,"사장님비빔밥세상","서울특별시 서초구 양재동 봉천로 106-13 2층",영업중,,2019-10-17,"영업자 준수사항 위반","식품 보관기준 위반",과태료
0001002962,"황태해장국식당","서울특별시 종로구 사직동 인수봉로 200-20 5층",영업중,,,,,
0001002963,"신씨비빔밥관","서울특별시 중랑구 묵동 당산로 196-3",영업중,,2025-12-26,"환경위생 불량","조리장 청결 불량",영업정지15일
0001002963,"신씨비빔밥관","서울특별시 중랑구 묵동 당산로 196-3",영업중,,2025-07-07,"시설기준 위반","종업원 건강진단 미실시",과태료
0001002963,"신씨비빔밥관","서울특별시 중랑구 묵동 당산로 196-3",영업중,,2020-12-06,"위생관리기준 위반","식품첨가물 사용기준 위반",영업정지1개월
0001002963,"신씨비빔밥관","서울특별시 중랑구 묵동 당산로 196-3",영업중,,2026-02-05,"식품표시 위반","식품첨가물 사용기준 위반",과태료
0001002964,"삼치구이741번지명가","서울특별시 동대문구 장안동 목동로 59-12",영업중,,,,,
0001002965,"신선한탕수육코너","서울특별시 도봉구 도봉동 새창로 107-10",영업중,,,,,
0001002966,"진짜 한식뷔페","서울특별시 노원구 공릉동 강남대로 168-20",영업중,,,,,
0001002967,"한씨김치찌개왕국","서울특별시 구로구 구로동 선유로 77-3",영업중,,2020-11-27,"시설기준 위반","조리사 면허 미취득 조리",영업정지15일
0001002968,"명동 튀김","서울특별시 도봉구 창동 아리수로 131-14",영업중,,2022-06-06,"식품표시 위반","유통기한 경과 식품 보관",과태료
0001002969,"피자634번지가","서울특별시 양천구 신월동 마포대로 154-5",영업중,,,,,
0001002970,"전통보쌈식당","서울특별시 동대문구 이문동 언주로 148-18",영업중,,,,,
0001002971,"고향 삼겹살","서울특별시 양천구 신정동 남부순환로 164-14",영업중,,,,,
0001002972,"신선한낙지볶음마당","서울특별시 노원구 상계동 당산로 132-20",영업중,,,,,
0001002973,"전통전통한식관","서울특별시 양천구 신월동 강서로 196-19",영업중,,,,,
0001002974,"한우252번지가","서울특별시 금천구 가산동 보라매로 125-18",영업중,,,,,
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2022-07-02,"영업자 준수사항 위반","조리사 면허 미취득 조리",과태료
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2022-12-18,"시설기준 위반","조리장 청결 불량",경고
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2025-10-19,"가격표시 위반","식품 보관기준 위반",경고
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2025-09-16,"시설기준 위반","원산지 허위표시",경고
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2026-04-04,"시설기준 위반","원산지 미표시",경고
0001002975,"행복한 라멘","서울특별시 구로구 구로동 강남대로 7-19",영업중,,2018-09-05,"위생관리기준 위반","종업원 건강진단 미실시",과태료
0001002976,"장씨갈비관","서울특별시 서초구 내곡동 노량진로 118-19",영업중,,,,,
0001002977,"압구정한식직영점","서울특별시 은평구 구산동 서초대로 136-5 3층",영업중,,2020-05-14,"위생관리기준 위반","원산지 허위표시",과태료
0001002978,"황금삼겹살가","서울특별시 동작구 흑석동 이태원로 15-17",영업중,,,,,
0001002979,"짜장면838번지관","서울특별시 강남구 신사동 선유로 90-16",영업중,,,,,
0001002980,"조씨김치찌개관","서울특별시 서초구 양재동 천호대로 11-7",영업중,,2020-06-13,"유통기한 경과 제품 사용","식품 보관기준 위반",영업정지3개월
0001002980,"조씨김치찌개관","서울특별시 서초구 양재동 천호대로 11-7",영업중,,2018-08-11,"원산지 표시 위반","식품첨가물 사용기준 위반",과태료
0001002981,"명동 고등어구이","서울특별시 동대문구 신설동 동작대로 157-8",영업중,,,,,
0001002982,"한씨칼국수식당","서울특별시 서대문구 북가좌동 선유로 57-20",영업중,,,,,
0001002983,"아버지의 부대찌개","서울특별시 영등포구 문래동 선유로 54-6",영업중,,2021-08-17,"시설기준 위반","원산지 미표시",시정명령
0001002983,"아버지의 부대찌개","서울특별시 영등포구 문래동 선유로 54-6",영업중,,2020-08-13,"위생관리기준 위반","음식물 쓰레기 처리 위반",과태료
0001002984,"강남갈비탕본점","서울특별시 동대문구 신설동 인수봉로 167-2",영업중,,,,,
0001002985,"사장님 순대","서울특별시 노원구 공릉동 동작대로 132-3",영업중,,,,,
0001002986,"신사 짜장면","서울특별시 성동구 옥수동 관악로 92-1 3층",영업중,,2023-10-07,"시설기준 위반","조리사 면허 미취득 조리",시정명령
0001002987,"할머니 치킨","서울특별시 영등포구 여의도동 새창로 89-11 1층",영업중,,2022-01-19,"원산지 표시 위반","위생모 미착용",과태료
